        0.01         0.55 0.000000 0.000000
        0.01         0.56 1.687752 -0.005327
        0.01         0.57 3.284702 -0.007711
        0.01         0.58 4.783826 -0.008810
        0.01         0.59 6.183526 -0.009343
        0.01          0.6 7.483400 -0.009609
        0.01         0.61 8.683333 -0.009735
        0.01         0.62 9.783285 -0.009775
        0.01         0.63 10.783241 -0.009752
        0.01         0.64 11.683193 -0.009672
        0.01         0.65 12.483139 -0.009533
        0.01         0.66 13.183077 -0.009331
        0.01         0.67 13.783006 -0.009058
        0.01         0.68 14.282928 -0.008707
        0.01         0.69 14.682844 -0.008273
        0.01          0.7 14.982755 -0.007750
        0.01         0.71 15.182663 -0.007134
        0.01         0.72 15.282571 -0.006424
        0.01         0.73 15.282481 -0.005622
        0.01         0.74 15.182395 -0.004730
        0.01         0.75 14.982317 -0.003756
        0.01         0.76 14.682248 -0.002707
        0.01         0.77 14.282192 -0.001596
        0.01         0.78 13.782151 -0.000436
        0.01         0.79 13.182127 0.000754
        0.01          0.8 12.482123 0.001955
        0.01         0.81 11.682141 0.003145
        0.01         0.82 10.782185 0.004296
        0.01         0.83 9.782259 0.005376
        0.01         0.84 8.682368 0.006347
        0.01         0.85 7.482529 0.007153
        0.01         0.86 6.182779 0.007709
        0.01         0.87 4.783230 0.007857
        0.01         0.88 3.284284 0.007272
        0.01         0.89 1.687533 0.005213

        0.02         0.01 0.000000 0.000000
        0.02         0.02 0.000000 0.000000
        0.02         0.03 0.000000 0.000000
        0.02         0.04 0.000000 0.000000
        0.02         0.05 0.000000 0.000000
        0.02         0.06 0.000000 0.000000
        0.02         0.07 0.000000 0.000000
        0.02         0.08 0.000000 0.000000
        0.02         0.09 0.000000 0.000000
        0.02          0.1 0.000000 0.000000
        0.02         0.11 0.000000 0.000000
        0.02         0.12 0.000000 0.000000
        0.02         0.13 0.000000 0.000000
        0.02         0.14 0.000000 0.000000
        0.02         0.15 0.000000 0.000000
        0.02         0.16 0.000000 0.000000
        0.02         0.17 0.000000 0.000000
        0.02         0.18 0.000000 0.000000
        0.02         0.19 0.000000 0.000000
        0.02          0.2 0.000000 0.000000
        0.02         0.21 0.000000 0.000000
        0.02         0.22 0.000000 0.000000
        0.02         0.23 0.000000 0.000000
        0.02         0.24 0.000000 0.000000
        0.02         0.25 0.000000 0.000000
        0.02         0.26 0.000000 0.000000
        0.02         0.27 0.000000 0.000000
        0.02         0.28 0.000000 0.000000
        0.02         0.29 0.000000 0.000000
        0.02          0.3 0.000000 0.000000
        0.02         0.31 0.000000 0.000000
        0.02         0.32 0.000000 0.000000
        0.02         0.33 0.000000 0.000000
        0.02         0.34 0.000000 0.000000
        0.02         0.35 0.000000 0.000000
        0.02         0.36 0.000000 0.000000
        0.02         0.37 0.000000 0.000000
        0.02         0.38 0.000000 0.000000
        0.02         0.39 0.000000 0.000000
        0.02          0.4 0.000000 0.000000
        0.02         0.41 0.000000 0.000000
        0.02         0.42 0.000000 0.000000
        0.02         0.43 0.000000 0.000000
        0.02         0.44 0.000000 0.000000
        0.02         0.45 0.000000 0.000000
        0.02         0.46 0.000000 0.000000
        0.02         0.47 0.000000 0.000000
        0.02         0.48 0.000000 0.000000
        0.02         0.49 0.000000 0.000000
        0.02          0.5 0.000000 0.000000
        0.02         0.51 0.000000 0.000000
        0.02         0.52 0.000000 0.000000
        0.02         0.53 0.000000 0.000000
        0.02         0.54 0.000000 0.000000
        0.02         0.55 0.000000 0.000000
        0.02         0.56 1.691044 -0.002927
        0.02         0.57 3.286817 -0.005505
        0.02         0.58 4.784966 -0.007162
        0.02         0.59 6.184132 -0.008165
        0.02          0.6 7.483725 -0.008770
        0.02         0.61 8.683500 -0.009135
        0.02         0.62 9.783351 -0.009346
        0.02         0.63 10.783230 -0.009450
        0.02         0.64 11.683114 -0.009465
        0.02         0.65 12.482992 -0.009402
        0.02         0.66 13.182858 -0.009259
        0.02         0.67 13.782710 -0.009036
        0.02         0.68 14.282549 -0.008727
        0.02         0.69 14.682376 -0.008327
        0.02          0.7 14.982194 -0.007832
        0.02         0.71 15.182008 -0.007241
        0.02         0.72 15.281821 -0.006552
        0.02         0.73 15.281639 -0.005768
        0.02         0.74 15.181467 -0.004892
        0.02         0.75 14.981310 -0.003932
        0.02         0.76 14.681173 -0.002898
        0.02         0.77 14.281063 -0.001803
        0.02         0.78 13.780984 -0.000663
        0.02         0.79 13.180942 0.000502
        0.02          0.8 12.480942 0.001669
        0.02         0.81 11.680993 0.002809
        0.02         0.82 10.781102 0.003890
        0.02         0.83 9.781282 0.004870
        0.02         0.84 8.681557 0.005692
        0.02         0.85 7.481972 0.006278
        0.02         0.86 6.182629 0.006510
        0.02         0.87 4.783770 0.006200
        0.02         0.88 3.285978 0.005065
        0.02         0.89 1.690606 0.002814

        0.03         0.01 0.000000 0.000000
        0.03         0.02 0.000000 0.000000
        0.03         0.03 0.000000 0.000000
        0.03         0.04 0.000000 0.000000
        0.03         0.05 0.000000 0.000000
        0.03         0.06 0.000000 0.000000
        0.03         0.07 0.000000 0.000000
        0.03         0.08 0.000000 0.000000
        0.03         0.09 0.000000 0.000000
        0.03          0.1 0.000000 0.000000
        0.03         0.11 0.000000 0.000000
        0.03         0.12 0.000000 0.000000
        0.03         0.13 0.000000 0.000000
        0.03         0.14 0.000000 0.000000
        0.03         0.15 0.000000 0.000000
        0.03         0.16 0.000000 0.000000
        0.03         0.17 0.000000 0.000000
        0.03         0.18 0.000000 0.000000
        0.03         0.19 0.000000 0.000000
        0.03          0.2 0.000000 0.000000
        0.03         0.21 0.000000 0.000000
        0.03         0.22 0.000000 0.000000
        0.03         0.23 0.000000 0.000000
        0.03         0.24 0.000000 0.000000
        0.03         0.25 0.000000 0.000000
        0.03         0.26 0.000000 0.000000
        0.03         0.27 0.000000 0.000000
        0.03         0.28 0.000000 0.000000
        0.03         0.29 0.000000 0.000000
        0.03          0.3 0.000000 0.000000
        0.03         0.31 0.000000 0.000000
        0.03         0.32 0.000000 0.000000
        0.03         0.33 0.000000 0.000000
        0.03         0.34 0.000000 0.000000
        0.03         0.35 0.000000 0.000000
        0.03         0.36 0.000000 0.000000
        0.03         0.37 0.000000 0.000000
        0.03         0.38 0.000000 0.000000
        0.03         0.39 0.000000 0.000000
        0.03          0.4 0.000000 0.000000
        0.03         0.41 0.000000 0.000000
        0.03         0.42 0.000000 0.000000
        0.03         0.43 0.000000 0.000000
        0.03         0.44 0.000000 0.000000
        0.03         0.45 0.000000 0.000000
        0.03         0.46 0.000000 0.000000
        0.03         0.47 0.000000 0.000000
        0.03         0.48 0.000000 0.000000
        0.03         0.49 0.000000 0.000000
        0.03          0.5 0.000000 0.000000
        0.03         0.51 0.000000 0.000000
        0.03         0.52 0.000000 0.000000
        0.03         0.53 0.000000 0.000000
        0.03         0.54 0.000000 0.000000
        0.03         0.55 0.000000 0.000000
        0.03         0.56 1.693257 -0.001548
        0.03         0.57 3.288937 -0.003678
        0.03         0.58 4.786485 -0.005464
        0.03         0.59 6.185133 -0.006768
        0.03          0.6 7.484370 -0.007680
        0.03         0.61 8.683910 -0.008307
        0.03         0.62 9.783600 -0.008731
        0.03         0.63 10.783360 -0.009005
        0.03         0.64 11.683145 -0.009158
        0.03         0.65 12.482933 -0.009207
        0.03         0.66 13.182711 -0.009159
        0.03         0.67 13.782473 -0.009014
        0.03         0.68 14.282219 -0.008770
        0.03         0.69 14.681950 -0.008426
        0.03          0.7 14.981669 -0.007980
        0.03         0.71 15.181383 -0.007429
        0.03         0.72 15.281098 -0.006775
        0.03         0.73 15.280821 -0.006020
        0.03         0.74 15.180560 -0.005170
        0.03         0.75 14.980323 -0.004234
        0.03         0.76 14.680119 -0.003224
        0.03         0.77 14.279957 -0.002154
        0.03         0.78 13.779846 -0.001044
        0.03         0.79 13.179795 0.000083
        0.03          0.8 12.479816 0.001200
        0.03         0.81 11.679920 0.002273
        0.03         0.82 10.780125 0.003260
        0.03         0.83 9.780457 0.004112
        0.03         0.84 8.680960 0.004761
        0.03         0.85 7.481710 0.005119
        0.03         0.86 6.182857 0.005072
        0.03         0.87 4.784676 0.004481
        0.03         0.88 3.287670 0.003230
        0.03         0.89 1.692597 0.001433

        0.04         0.01 0.000000 0.000000
        0.04         0.02 0.000000 0.000000
        0.04         0.03 0.000000 0.000000
        0.04         0.04 0.000000 0.000000
        0.04         0.05 0.000000 0.000000
        0.04         0.06 0.000000 0.000000
        0.04         0.07 0.000000 0.000000
        0.04         0.08 0.000000 0.000000
        0.04         0.09 0.000000 0.000000
        0.04          0.1 0.000000 0.000000
        0.04         0.11 0.000000 0.000000
        0.04         0.12 0.000000 0.000000
        0.04         0.13 0.000000 0.000000
        0.04         0.14 0.000000 0.000000
        0.04         0.15 0.000000 0.000000
        0.04         0.16 0.000000 0.000000
        0.04         0.17 0.000000 0.000000
        0.04         0.18 0.000000 0.000000
        0.04         0.19 0.000000 0.000000
        0.04          0.2 0.000000 0.000000
        0.04         0.21 0.000000 0.000000
        0.04         0.22 0.000000 0.000000
        0.04         0.23 0.000000 0.000000
        0.04         0.24 0.000000 0.000000
        0.04         0.25 0.000000 0.000000
        0.04         0.26 0.000000 0.000000
        0.04         0.27 0.000000 0.000000
        0.04         0.28 0.000000 0.000000
        0.04         0.29 0.000000 0.000000
        0.04          0.3 0.000000 0.000000
        0.04         0.31 0.000000 0.000000
        0.04         0.32 0.000000 0.000000
        0.04         0.33 0.000000 0.000000
        0.04         0.34 0.000000 0.000000
        0.04         0.35 0.000000 0.000000
        0.04         0.36 0.000000 0.000000
        0.04         0.37 0.000000 0.000000
        0.04         0.38 0.000000 0.000000
        0.04         0.39 0.000000 0.000000
        0.04          0.4 0.000000 0.000000
        0.04         0.41 0.000000 0.000000
        0.04         0.42 0.000000 0.000000
        0.04         0.43 0.000000 0.000000
        0.04         0.44 0.000000 0.000000
        0.04         0.45 0.000000 0.000000
        0.04         0.46 0.000000 0.000000
        0.04         0.47 0.000000 0.000000
        0.04         0.48 0.000000 0.000000
        0.04         0.49 0.000000 0.000000
        0.04          0.5 0.000000 0.000000
        0.04         0.51 0.000000 0.000000
        0.04         0.52 0.000000 0.000000
        0.04         0.53 0.000000 0.000000
        0.04         0.54 0.000000 0.000000
        0.04         0.55 0.000000 0.000000
        0.04         0.56 1.694723 -0.000865
        0.04         0.57 3.290732 -0.002463
        0.04         0.58 4.788056 -0.004095
        0.04         0.59 6.186348 -0.005484
        0.04          0.6 7.485264 -0.006580
        0.04         0.61 8.684551 -0.007417
        0.04         0.62 9.784049 -0.008041
        0.04         0.63 10.783657 -0.008494
        0.04         0.64 11.683317 -0.008803
        0.04         0.65 12.482992 -0.008988
        0.04         0.66 13.182664 -0.009056
        0.04         0.67 13.782321 -0.009012
        0.04         0.68 14.281961 -0.008855
        0.04         0.69 14.681585 -0.008587
        0.04          0.7 14.981197 -0.008204
        0.04         0.71 15.180803 -0.007709
        0.04         0.72 15.280412 -0.007101
        0.04         0.73 15.280035 -0.006387
        0.04         0.74 15.179682 -0.005573
        0.04         0.75 14.979364 -0.004668
        0.04         0.76 14.679093 -0.003688
        0.04         0.77 14.278883 -0.002650
        0.04         0.78 13.778746 -0.001575
        0.04         0.79 13.178698 -0.000491
        0.04          0.8 12.478753 0.000572
        0.04         0.81 11.678932 0.001573
        0.04         0.82 10.779263 0.002469
        0.04         0.83 9.779782 0.003203
        0.04         0.84 8.680549 0.003709
        0.04         0.85 7.481660 0.003909
        0.04         0.86 6.183267 0.003719
        0.04         0.87 4.785612 0.003076
        0.04         0.88 3.289025 0.002000
        0.04         0.89 1.693836 0.000747

        0.05         0.01 0.000000 0.000000
        0.05         0.02 0.000000 0.000000
        0.05         0.03 0.000000 0.000000
        0.05         0.04 0.000000 0.000000
        0.05         0.05 0.000000 0.000000
        0.05         0.06 0.000000 0.000000
        0.05         0.07 0.000000 0.000000
        0.05         0.08 0.000000 0.000000
        0.05         0.09 0.000000 0.000000
        0.05          0.1 0.000000 0.000000
        0.05         0.11 0.000000 0.000000
        0.05         0.12 0.000000 0.000000
        0.05         0.13 0.000000 0.000000
        0.05         0.14 0.000000 0.000000
        0.05         0.15 0.000000 0.000000
        0.05         0.16 0.000000 0.000000
        0.05         0.17 0.000000 0.000000
        0.05         0.18 0.000000 0.000000
        0.05         0.19 0.000000 0.000000
        0.05          0.2 0.000000 0.000000
        0.05         0.21 0.000000 0.000000
        0.05         0.22 0.000000 0.000000
        0.05         0.23 0.000000 0.000000
        0.05         0.24 0.000000 0.000000
        0.05         0.25 0.000000 0.000000
        0.05         0.26 0.000000 0.000000
        0.05         0.27 0.000000 0.000000
        0.05         0.28 0.000000 0.000000
        0.05         0.29 0.000000 0.000000
        0.05          0.3 0.000000 0.000000
        0.05         0.31 0.000000 0.000000
        0.05         0.32 0.000000 0.000000
        0.05         0.33 0.000000 0.000000
        0.05         0.34 0.000000 0.000000
        0.05         0.35 0.000000 0.000000
        0.05         0.36 0.000000 0.000000
        0.05         0.37 0.000000 0.000000
        0.05         0.38 0.000000 0.000000
        0.05         0.39 0.000000 0.000000
        0.05          0.4 0.000000 0.000000
        0.05         0.41 0.000000 0.000000
        0.05         0.42 0.000000 0.000000
        0.05         0.43 0.000000 0.000000
        0.05         0.44 0.000000 0.000000
        0.05         0.45 0.000000 0.000000
        0.05         0.46 0.000000 0.000000
        0.05         0.47 0.000000 0.000000
        0.05         0.48 0.000000 0.000000
        0.05         0.49 0.000000 0.000000
        0.05          0.5 0.000000 0.000000
        0.05         0.51 0.000000 0.000000
        0.05         0.52 0.000000 0.000000
        0.05         0.53 0.000000 0.000000
        0.05         0.54 0.000000 0.000000
        0.05         0.55 0.000000 0.000000
        0.05         0.56 1.695720 -0.000529
        0.05         0.57 3.292167 -0.001711
        0.05         0.58 4.789506 -0.003105
        0.05         0.59 6.187619 -0.004443
        0.05          0.6 7.486303 -0.005613
        0.05         0.61 8.685370 -0.006587
        0.05         0.62 9.784677 -0.007372
        0.05         0.63 10.784122 -0.007990
        0.05         0.64 11.683640 -0.008457
        0.05         0.65 12.483186 -0.008786
        0.05         0.66 13.182735 -0.008985
        0.05         0.67 13.782273 -0.009057
        0.05         0.68 14.281794 -0.009005
        0.05         0.69 14.681298 -0.008826
        0.05          0.7 14.980791 -0.008522
        0.05         0.71 15.180280 -0.008094
        0.05         0.72 15.279776 -0.007545
        0.05         0.73 15.279292 -0.006880
        0.05         0.74 15.178841 -0.006108
        0.05         0.75 14.978438 -0.005240
        0.05         0.76 14.678101 -0.004293
        0.05         0.77 14.277844 -0.003288
        0.05         0.78 13.777687 -0.002248
        0.05         0.79 13.177648 -0.001203
        0.05          0.8 12.477751 -0.000189
        0.05         0.81 11.678022 0.000754
        0.05         0.82 10.778495 0.001579
        0.05         0.83 9.779217 0.002231
        0.05         0.84 8.680254 0.002653
        0.05         0.85 7.481701 0.002784
        0.05         0.86 6.183690 0.002579
        0.05         0.87 4.786395 0.002030
        0.05         0.88 3.289999 0.001225
        0.05         0.89 1.694598 0.000406

        0.06         0.01 0.000000 0.000000
        0.06         0.02 0.000000 0.000000
        0.06         0.03 0.000000 0.000000
        0.06         0.04 0.000000 0.000000
        0.06         0.05 0.000000 0.000000
        0.06         0.06 0.000000 0.000000
        0.06         0.07 0.000000 0.000000
        0.06         0.08 0.000000 0.000000
        0.06         0.09 0.000000 0.000000
        0.06          0.1 0.000000 0.000000
        0.06         0.11 0.000000 0.000000
        0.06         0.12 0.000000 0.000000
        0.06         0.13 0.000000 0.000000
        0.06         0.14 0.000000 0.000000
        0.06         0.15 0.000000 0.000000
        0.06         0.16 0.000000 0.000000
        0.06         0.17 0.000000 0.000000
        0.06         0.18 0.000000 0.000000
        0.06         0.19 0.000000 0.000000
        0.06          0.2 0.000000 0.000000
        0.06         0.21 0.000000 0.000000
        0.06         0.22 0.000000 0.000000
        0.06         0.23 0.000000 0.000000
        0.06         0.24 0.000000 0.000000
        0.06         0.25 0.000000 0.000000
        0.06         0.26 0.000000 0.000000
        0.06         0.27 0.000000 0.000000
        0.06         0.28 0.000000 0.000000
        0.06         0.29 0.000000 0.000000
        0.06          0.3 0.000000 0.000000
        0.06         0.31 0.000000 0.000000
        0.06         0.32 0.000000 0.000000
        0.06         0.33 0.000000 0.000000
        0.06         0.34 0.000000 0.000000
        0.06         0.35 0.000000 0.000000
        0.06         0.36 0.000000 0.000000
        0.06         0.37 0.000000 0.000000
        0.06         0.38 0.000000 0.000000
        0.06         0.39 0.000000 0.000000
        0.06          0.4 0.000000 0.000000
        0.06         0.41 0.000000 0.000000
        0.06         0.42 0.000000 0.000000
        0.06         0.43 0.000000 0.000000
        0.06         0.44 0.000000 0.000000
        0.06         0.45 0.000000 0.000000
        0.06         0.46 0.000000 0.000000
        0.06         0.47 0.000000 0.000000
        0.06         0.48 0.000000 0.000000
        0.06         0.49 0.000000 0.000000
        0.06          0.5 0.000000 0.000000
        0.06         0.51 0.000000 0.000000
        0.06         0.52 0.000000 0.000000
        0.06         0.53 0.000000 0.000000
        0.06         0.54 0.000000 0.000000
        0.06         0.55 0.000000 0.000000
        0.06         0.56 1.696433 -0.000356
        0.06         0.57 3.293308 -0.001252
        0.06         0.58 4.790788 -0.002424
        0.06         0.59 6.188857 -0.003661
        0.06          0.6 7.487407 -0.004836
        0.06         0.61 8.686310 -0.005888
        0.06         0.62 9.785452 -0.006795
        0.06         0.63 10.784741 -0.007555
        0.06         0.64 11.684113 -0.008170
        0.06         0.65 12.483520 -0.008644
        0.06         0.66 13.182935 -0.008981
        0.06         0.67 13.782341 -0.009181
        0.06         0.68 14.281730 -0.009243
        0.06         0.69 14.681103 -0.009167
        0.06          0.7 14.980465 -0.008954
        0.06         0.71 15.179826 -0.008603
        0.06         0.72 15.279198 -0.008120
        0.06         0.73 15.278598 -0.007510
        0.06         0.74 15.178042 -0.006784
        0.06         0.75 14.977550 -0.005956
        0.06         0.76 14.677141 -0.005042
        0.06         0.77 14.276838 -0.004066
        0.06         0.78 13.776662 -0.003054
        0.06         0.79 13.176639 -0.002039
        0.06          0.8 12.476795 -0.001057
        0.06         0.81 11.677165 -0.000150
        0.06         0.82 10.777786 0.000637
        0.06         0.83 9.778708 0.001253
        0.06         0.84 8.679997 0.001652
        0.06         0.85 7.481734 0.001794
        0.06         0.86 6.184021 0.001660
        0.06         0.87 4.786966 0.001274
        0.06         0.88 3.290650 0.000733
        0.06         0.89 1.695061 0.000226

        0.07         0.01 0.000000 0.000000
        0.07         0.02 0.000000 0.000000
        0.07         0.03 0.000000 0.000000
        0.07         0.04 0.000000 0.000000
        0.07         0.05 0.000000 0.000000
        0.07         0.06 0.000000 0.000000
        0.07         0.07 0.000000 0.000000
        0.07         0.08 0.000000 0.000000
        0.07         0.09 0.000000 0.000000
        0.07          0.1 0.000000 0.000000
        0.07         0.11 0.000000 0.000000
        0.07         0.12 0.000000 0.000000
        0.07         0.13 0.000000 0.000000
        0.07         0.14 0.000000 0.000000
        0.07         0.15 0.000000 0.000000
        0.07         0.16 0.000000 0.000000
        0.07         0.17 0.000000 0.000000
        0.07         0.18 0.000000 0.000000
        0.07         0.19 0.000000 0.000000
        0.07          0.2 0.000000 0.000000
        0.07         0.21 0.000000 0.000000
        0.07         0.22 0.000000 0.000000
        0.07         0.23 0.000000 0.000000
        0.07         0.24 0.000000 0.000000
        0.07         0.25 0.000000 0.000000
        0.07         0.26 0.000000 0.000000
        0.07         0.27 0.000000 0.000000
        0.07         0.28 0.000000 0.000000
        0.07         0.29 0.000000 0.000000
        0.07          0.3 0.000000 0.000000
        0.07         0.31 0.000000 0.000000
        0.07         0.32 0.000000 0.000000
        0.07         0.33 0.000000 0.000000
        0.07         0.34 0.000000 0.000000
        0.07         0.35 0.000000 0.000000
        0.07         0.36 0.000000 0.000000
        0.07         0.37 0.000000 0.000000
        0.07         0.38 0.000000 0.000000
        0.07         0.39 0.000000 0.000000
        0.07          0.4 0.000000 0.000000
        0.07         0.41 0.000000 0.000000
        0.07         0.42 0.000000 0.000000
        0.07         0.43 0.000000 0.000000
        0.07         0.44 0.000000 0.000000
        0.07         0.45 0.000000 0.000000
        0.07         0.46 0.000000 0.000000
        0.07         0.47 0.000000 0.000000
        0.07         0.48 0.000000 0.000000
        0.07         0.49 0.000000 0.000000
        0.07          0.5 0.000000 0.000000
        0.07         0.51 0.000000 0.000000
        0.07         0.52 0.000000 0.000000
        0.07         0.53 0.000000 0.000000
        0.07         0.54 0.000000 0.000000
        0.07         0.55 0.000000 0.000000
        0.07         0.56 1.696973 -0.000263
        0.07         0.57 3.294235 -0.000973
        0.07         0.58 4.791914 -0.001971
        0.07         0.59 6.190030 -0.003103
        0.07          0.6 7.488530 -0.004254
        0.07         0.61 8.687330 -0.005350
        0.07         0.62 9.786344 -0.006349
        0.07         0.63 10.785497 -0.007231
        0.07         0.64 11.684729 -0.007984
        0.07         0.65 12.483997 -0.008601
        0.07         0.66 13.183271 -0.009078
        0.07         0.67 13.782535 -0.009412
        0.07         0.68 14.281781 -0.009598
        0.07         0.69 14.681009 -0.009634
        0.07          0.7 14.980227 -0.009519
        0.07         0.71 15.179447 -0.009254
        0.07         0.72 15.278683 -0.008843
        0.07         0.73 15.277956 -0.008293
        0.07         0.74 15.177286 -0.007615
        0.07         0.75 14.976696 -0.006823
        0.07         0.76 14.676211 -0.005938
        0.07         0.77 14.275856 -0.004984
        0.07         0.78 13.775660 -0.003989
        0.07         0.79 13.175651 -0.002986
        0.07          0.8 12.475862 -0.002015
        0.07         0.81 11.676328 -0.001114
        0.07         0.82 10.777092 -0.000329
        0.07         0.83 9.778201 0.000298
        0.07         0.84 8.679713 0.000730
        0.07         0.85 7.481693 0.000940
        0.07         0.86 6.184210 0.000926
        0.07         0.87 4.787322 0.000721
        0.07         0.88 3.291048 0.000410
        0.07         0.89 1.695331 0.000121

        0.08         0.01 0.000000 0.000000
        0.08         0.02 0.000000 0.000000
        0.08         0.03 0.000000 0.000000
        0.08         0.04 0.000000 0.000000
        0.08         0.05 0.000000 0.000000
        0.08         0.06 0.000000 0.000000
        0.08         0.07 0.000000 0.000000
        0.08         0.08 0.000000 0.000000
        0.08         0.09 0.000000 0.000000
        0.08          0.1 0.000000 0.000000
        0.08         0.11 0.000000 0.000000
        0.08         0.12 0.000000 0.000000
        0.08         0.13 0.000000 0.000000
        0.08         0.14 0.000000 0.000000
        0.08         0.15 0.000000 0.000000
        0.08         0.16 0.000000 0.000000
        0.08         0.17 0.000000 0.000000
        0.08         0.18 0.000000 0.000000
        0.08         0.19 0.000000 0.000000
        0.08          0.2 0.000000 0.000000
        0.08         0.21 0.000000 0.000000
        0.08         0.22 0.000000 0.000000
        0.08         0.23 0.000000 0.000000
        0.08         0.24 0.000000 0.000000
        0.08         0.25 0.000000 0.000000
        0.08         0.26 0.000000 0.000000
        0.08         0.27 0.000000 0.000000
        0.08         0.28 0.000000 0.000000
        0.08         0.29 0.000000 0.000000
        0.08          0.3 0.000000 0.000000
        0.08         0.31 0.000000 0.000000
        0.08         0.32 0.000000 0.000000
        0.08         0.33 0.000000 0.000000
        0.08         0.34 0.000000 0.000000
        0.08         0.35 0.000000 0.000000
        0.08         0.36 0.000000 0.000000
        0.08         0.37 0.000000 0.000000
        0.08         0.38 0.000000 0.000000
        0.08         0.39 0.000000 0.000000
        0.08          0.4 0.000000 0.000000
        0.08         0.41 0.000000 0.000000
        0.08         0.42 0.000000 0.000000
        0.08         0.43 0.000000 0.000000
        0.08         0.44 0.000000 0.000000
        0.08         0.45 0.000000 0.000000
        0.08         0.46 0.000000 0.000000
        0.08         0.47 0.000000 0.000000
        0.08         0.48 0.000000 0.000000
        0.08         0.49 0.000000 0.000000
        0.08          0.5 0.000000 0.000000
        0.08         0.51 0.000000 0.000000
        0.08         0.52 0.000000 0.000000
        0.08         0.53 0.000000 0.000000
        0.08         0.54 0.000000 0.000000
        0.08         0.55 0.000000 0.000000
        0.08         0.56 1.697406 -0.000210
        0.08         0.57 3.295016 -0.000802
        0.08         0.58 4.792919 -0.001679
        0.08         0.59 6.191140 -0.002728
        0.08          0.6 7.489654 -0.003853
        0.08         0.61 8.688406 -0.004980
        0.08         0.62 9.787333 -0.006056
        0.08         0.63 10.786376 -0.007047
        0.08         0.64 11.685482 -0.007930
        0.08         0.65 12.484615 -0.008687
        0.08         0.66 13.183746 -0.009307
        0.08         0.67 13.782861 -0.009780
        0.08         0.68 14.281953 -0.010096
        0.08         0.69 14.681025 -0.010252
        0.08          0.7 14.980085 -0.010243
        0.08         0.71 15.179150 -0.010070
        0.08         0.72 15.278237 -0.009735
        0.08         0.73 15.277369 -0.009245
        0.08         0.74 15.176572 -0.008613
        0.08         0.75 14.975873 -0.007855
        0.08         0.76 14.675302 -0.006990
        0.08         0.77 14.274888 -0.006046
        0.08         0.78 13.774664 -0.005051
        0.08         0.79 13.174664 -0.004041
        0.08          0.8 12.474923 -0.003053
        0.08         0.81 11.675479 -0.002129
        0.08         0.82 10.776373 -0.001307
        0.08         0.83 9.777649 -0.000627
        0.08         0.84 8.679355 -0.000119
        0.08         0.85 7.481538 0.000199
        0.08         0.86 6.184240 0.000329
        0.08         0.87 4.787482 0.000303
        0.08         0.88 3.291250 0.000183
        0.08         0.89 1.695470 0.000055

        0.09         0.01 0.000000 0.000000
        0.09         0.02 0.000000 0.000000
        0.09         0.03 0.000000 0.000000
        0.09         0.04 0.000000 0.000000
        0.09         0.05 0.000000 0.000000
        0.09         0.06 0.000000 0.000000
        0.09         0.07 0.000000 0.000000
        0.09         0.08 0.000000 0.000000
        0.09         0.09 0.000000 0.000000
        0.09          0.1 0.000000 0.000000
        0.09         0.11 0.000000 0.000000
        0.09         0.12 0.000000 0.000000
        0.09         0.13 0.000000 0.000000
